¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150076.SZ,’„…ÃŒ»Ω°,2015-11-30,0.956,0.952,0.959,0.95,0.953,464800,443285.9,-0.003,-0.3138,0.9537,14.4443,1.053,1.215,
150076.SZ,’„…ÃŒ»Ω°,2015-12-01,0.953,0.95,0.956,0.944,0.953,621374,591334.4,0,0,0.9517,19.8504,1.053,1.215,
150076.SZ,’„…ÃŒ»Ω°,2015-12-02,0.953,0.951,0.955,0.951,0.954,251100,239286.7,0.001,0.1049,0.953,8.099,1.053,1.215,
150076.SZ,’„…ÃŒ»Ω°,2015-12-03,0.954,0.953,0.954,0.952,0.953,109780,104703.6,-0.001,-0.1048,0.9538,3.5717,1.053,1.215,
150076.SZ,’„…ÃŒ»Ω°,2015-12-04,0.953,0.954,0.956,0.954,0.956,351336,335669.7,0.003,0.3148,0.9554,11.7398,1.053,1.215,
150076.SZ,’„…ÃŒ»Ω°,2015-12-07,0.956,0.958,0.962,0.958,0.962,168080,161218.2,0.006,0.6276,0.9592,5.6164,1.054,1.216,
150076.SZ,’„…ÃŒ»Ω°,2015-12-08,0.962,0.958,0.968,0.958,0.966,93748,90429.4,0.004,0.4158,0.9646,3.1377,1.054,1.216,
150076.SZ,’„…ÃŒ»Ω°,2015-12-09,0.966,0.968,0.97,0.963,0.966,313100,302997.4,0,0,0.9677,10.4409,1.054,1.216,
150076.SZ,’„…ÃŒ»Ω°,2015-12-10,0.966,0.964,0.966,0.964,0.966,128694,124244.9,0,0,0.9654,4.2915,1.054,1.216,
150076.SZ,’„…ÃŒ»Ω°,2015-12-11,0.966,0.959,0.967,0.959,0.965,131300,126829.2,-0.001,-0.1035,0.9659,4.3814,1.054,1.216,
150076.SZ,’„…ÃŒ»Ω°,2015-12-14,0.965,0.962,0.966,0.962,0.962,31400,30226,-0.003,-0.3109,0.9626,1.0478,1.055,1.217,
150076.SZ,’„…ÃŒ»Ω°,2015-12-15,0.962,0.962,0.962,0.961,0.962,265280,255191.9,0,0,0.962,8.8581,1.055,1.217,
150076.SZ,’„…ÃŒ»Ω°,2015-12-16,0.962,0.964,0.965,0.962,0.965,44480,42910.2,0.003,0.3119,0.9647,1.4772,1.055,1.217,
150076.SZ,’„…ÃŒ»Ω°,2015-12-17,0.965,0.965,0.974,0.964,0.968,474380,458564.1,0.003,0.3109,0.9667,15.8529,1.055,1.217,
150076.SZ,’„…ÃŒ»Ω°,2015-12-18,0.968,0.969,0.972,0.966,0.972,93500,90760.9,0.004,0.4132,0.9707,3.1473,1.055,1.217,
150076.SZ,’„…ÃŒ»Ω°,2015-12-21,0.972,0.969,0.974,0.969,0.972,128300,124657.6,0,0,0.9716,4.3335,1.056,1.218,
150076.SZ,’„…ÃŒ»Ω°,2015-12-22,0.972,0.973,0.974,0.97,0.972,52200,50677.2,0,0,0.9708,1.8325,1.056,1.218,
150076.SZ,’„…ÃŒ»Ω°,2015-12-23,0.972,0.972,0.974,0.97,0.971,207500,201705.4,-0.001,-0.1029,0.9721,7.4988,1.056,1.218,
150076.SZ,’„…ÃŒ»Ω°,2015-12-24,0.971,0.971,0.973,0.971,0.971,46670,45327.1,0,0,0.9712,1.7225,1.056,1.218,
150076.SZ,’„…ÃŒ»Ω°,2015-12-25,0.971,0.97,0.976,0.97,0.972,227586,221528.8,0.001,0.103,0.9734,8.4299,1.057,1.219,
150076.SZ,’„…ÃŒ»Ω°,2015-12-28,0.972,0.977,0.982,0.975,0.982,550200,539301.8,0.01,1.0288,0.9802,20.3269,1.057,1.219,
150076.SZ,’„…ÃŒ»Ω°,2015-12-29,0.982,0.979,0.982,0.979,0.982,92500,90780.2,0,0,0.9814,3.4174,1.057,1.219,
150076.SZ,’„…ÃŒ»Ω°,2015-12-30,0.982,0.981,0.991,0.981,0.981,152101,149420.3,-0.001,-0.1018,0.9824,5.6021,1.057,1.219,
150076.SZ,’„…ÃŒ»Ω°,2015-12-31,0.981,0.987,0.993,0.983,0.987,210026,207479.6,0.006,0.6116,0.9879,7.6372,1.058,1.22,
150076.SZ,’„…ÃŒ»Ω°,2016-01-04,0.987,0.987,0.987,0.983,0.983,27900,27441.7,-0.004,-0.4053,0.9836,1.014,1,1.22,
150076.SZ,’„…ÃŒ»Ω°,2016-01-05,0.983,0.983,0.983,0.983,0.983,--,--,0,0,--,--,1.001,1.221,
