¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150076.SZ,’„…ÃŒ»Ω°,2014-08-01,0.952,0.948,0.948,0.92,0.937,59559,56212,-0.015,-1.5756,0.9438,3.0189,1.035,1.137,
150076.SZ,’„…ÃŒ»Ω°,2014-08-04,0.937,0.92,0.939,0.92,0.938,18300,16987,0.001,0.1067,0.9283,0.9276,1.036,1.138,
150076.SZ,’„…ÃŒ»Ω°,2014-08-05,0.938,0.917,0.939,0.911,0.939,96100,89639.2,0.001,0.1066,0.9328,4.871,1.036,1.138,
150076.SZ,’„…ÃŒ»Ω°,2014-08-06,0.939,0.91,0.946,0.901,0.939,511850,477991.6,0,0,0.9339,23.8553,1.036,1.138,
150076.SZ,’„…ÃŒ»Ω°,2014-08-07,0.939,0.902,0.932,0.9,0.932,2823940,2552701.2,-0.007,-0.7455,0.904,37.5813,1.036,1.138,
150076.SZ,’„…ÃŒ»Ω°,2014-08-08,0.932,0.898,0.903,0.891,0.896,3411315,3061238.1,-0.036,-3.8627,0.8974,16.9329,1.036,1.138,
150076.SZ,’„…ÃŒ»Ω°,2014-08-11,0.896,0.891,0.895,0.889,0.895,4684963,4181287.7,-0.001,-0.1116,0.8925,18.0006,1.037,1.139,
150076.SZ,’„…ÃŒ»Ω°,2014-08-12,0.895,0.895,0.902,0.893,0.9,3411681,3062158.9,0.005,0.5587,0.8976,12.9132,1.037,1.139,
150076.SZ,’„…ÃŒ»Ω°,2014-08-13,0.9,0.902,0.905,0.899,0.904,6611161,5960267.5,0.004,0.4444,0.9015,24.885,1.037,1.139,
150076.SZ,’„…ÃŒ»Ω°,2014-08-14,0.904,0.902,0.905,0.902,0.904,1462758,1321299.8,0,0,0.9033,5.4104,1.037,1.139,
150076.SZ,’„…ÃŒ»Ω°,2014-08-15,0.904,0.904,0.909,0.904,0.908,3128366,2834225.4,0.004,0.4425,0.906,10.5739,1.037,1.139,
150076.SZ,’„…ÃŒ»Ω°,2014-08-18,0.908,0.908,0.913,0.907,0.911,2734126,2485284.7,0.003,0.3304,0.909,8.0645,1.038,1.14,
150076.SZ,’„…ÃŒ»Ω°,2014-08-19,0.911,0.911,0.915,0.91,0.915,1258034,1147126.1,0.004,0.4391,0.9118,3.7927,1.038,1.14,
150076.SZ,’„…ÃŒ»Ω°,2014-08-20,0.915,0.913,0.916,0.912,0.915,3548100,3245168.3,0,0,0.9146,11.1158,1.038,1.14,
150076.SZ,’„…ÃŒ»Ω°,2014-08-21,0.915,0.916,0.916,0.908,0.91,380500,347735,-0.005,-0.5464,0.9139,1.2535,1.038,1.14,
150076.SZ,’„…ÃŒ»Ω°,2014-08-22,0.91,0.912,0.913,0.911,0.913,917563,836741.4,0.003,0.3297,0.9119,3.0734,1.038,1.14,
150076.SZ,’„…ÃŒ»Ω°,2014-08-25,0.913,0.913,0.913,0.911,0.911,1059863,967307.4,-0.002,-0.2191,0.9127,3.5837,1.039,1.141,
150076.SZ,’„…ÃŒ»Ω°,2014-08-26,0.911,0.912,0.912,0.909,0.909,673882,613764.6,-0.002,-0.2195,0.9108,2.3283,1.039,1.141,
150076.SZ,’„…ÃŒ»Ω°,2014-08-27,0.909,0.91,0.912,0.908,0.91,3036273,2761621.3,0.001,0.11,0.9095,10.46,1.039,1.141,
150076.SZ,’„…ÃŒ»Ω°,2014-08-28,0.91,0.91,0.914,0.909,0.91,628039,572527.3,0,0,0.9116,2.1606,1.039,1.141,
150076.SZ,’„…ÃŒ»Ω°,2014-08-29,0.91,0.912,0.912,0.91,0.912,236939,215949.1,0.002,0.2198,0.9114,0.8146,1.04,1.142,
150076.SZ,’„…ÃŒ»Ω°,2014-09-01,0.912,0.913,0.913,0.91,0.912,643100,585899.9,0,0,0.9111,2.2111,1.04,1.142,
150076.SZ,’„…ÃŒ»Ω°,2014-09-02,0.912,0.911,0.914,0.91,0.91,1079145,983489.1,-0.002,-0.2193,0.9114,3.6601,1.04,1.142,
150076.SZ,’„…ÃŒ»Ω°,2014-09-03,0.91,0.91,0.91,0.907,0.91,3113486,2828257.6,0,0,0.9084,10.5599,1.04,1.142,
150076.SZ,’„…ÃŒ»Ω°,2014-09-04,0.91,0.91,0.91,0.909,0.909,1722700,1567430.9,-0.001,-0.1099,0.9099,5.8418,1.041,1.143,
150076.SZ,’„…ÃŒ»Ω°,2014-09-05,0.909,0.908,0.91,0.908,0.908,1416458,1287331.2,-0.001,-0.11,0.9088,4.4109,1.041,1.143,
150076.SZ,’„…ÃŒ»Ω°,2014-09-09,0.908,0.909,0.914,0.907,0.914,829744,756685.9,0.006,0.6608,0.912,2.5474,1.041,1.143,
150076.SZ,’„…ÃŒ»Ω°,2014-09-10,0.914,0.913,0.914,0.911,0.913,638098,582317.6,-0.001,-0.1094,0.9126,1.9739,1.042,1.144,
150076.SZ,’„…ÃŒ»Ω°,2014-09-11,0.913,0.913,0.914,0.91,0.913,664983,606492.2,0,0,0.912,2.0586,1.042,1.144,
150076.SZ,’„…ÃŒ»Ω°,2014-09-12,0.913,0.911,0.913,0.911,0.912,184555,168436.2,-0.001,-0.1095,0.9127,0.5707,1.042,1.144,
150076.SZ,’„…ÃŒ»Ω°,2014-09-15,0.912,0.911,0.914,0.911,0.913,772100,704898.6,0.001,0.1096,0.913,2.3875,1.042,1.144,
150076.SZ,’„…ÃŒ»Ω°,2014-09-16,0.913,0.912,0.914,0.912,0.913,1268400,1158066.4,0,0,0.913,3.9222,1.043,1.145,
150076.SZ,’„…ÃŒ»Ω°,2014-09-17,0.913,0.914,0.916,0.913,0.914,1208000,1104637.4,0.001,0.1095,0.9144,3.7442,1.043,1.145,
150076.SZ,’„…ÃŒ»Ω°,2014-09-18,0.914,0.909,0.915,0.909,0.914,573642,524063.3,0,0,0.9136,1.8101,1.043,1.145,
150076.SZ,’„…ÃŒ»Ω°,2014-09-19,0.914,0.913,0.914,0.912,0.914,466400,426030.3,0,0,0.9134,1.4609,1.043,1.145,
150076.SZ,’„…ÃŒ»Ω°,2014-09-22,0.914,0.912,0.915,0.912,0.913,173615,158643.9,-0.001,-0.1094,0.9138,0.5471,1.044,1.146,
150076.SZ,’„…ÃŒ»Ω°,2014-09-23,0.913,0.913,0.913,0.91,0.913,1113750,1015011.2,0,0,0.9113,3.5007,1.044,1.146,
150076.SZ,’„…ÃŒ»Ω°,2014-09-24,0.913,0.913,0.915,0.912,0.912,669750,611650.6,-0.001,-0.1095,0.9133,2.2573,1.044,1.146,
150076.SZ,’„…ÃŒ»Ω°,2014-09-25,0.912,0.914,0.917,0.913,0.916,1435464,1314037.8,0.004,0.4386,0.9154,4.9015,1.044,1.146,
150076.SZ,’„…ÃŒ»Ω°,2014-09-26,0.916,0.914,0.92,0.914,0.92,650895,597458.8,0.004,0.4367,0.9179,2.2501,1.044,1.146,
150076.SZ,’„…ÃŒ»Ω°,2014-09-29,0.92,0.921,0.925,0.92,0.923,943423,870705.2,0.003,0.3261,0.9229,3.2925,1.045,1.147,
150076.SZ,’„…ÃŒ»Ω°,2014-09-30,0.923,0.923,0.927,0.923,0.927,782056,723622,0.004,0.4334,0.9253,2.7817,1.045,1.147,
150076.SZ,’„…ÃŒ»Ω°,2014-10-08,0.927,0.927,0.931,0.925,0.93,2115929,1966696.3,0.003,0.3236,0.9295,7.5904,1.046,1.148,
150076.SZ,’„…ÃŒ»Ω°,2014-10-09,0.93,0.928,0.93,0.927,0.929,1214053,1127583.4,-0.001,-0.1075,0.9288,4.7452,1.046,1.148,
150076.SZ,’„…ÃŒ»Ω°,2014-10-10,0.929,0.928,0.931,0.927,0.93,1215825,1130469.6,0.001,0.1076,0.9298,4.8713,1.047,1.149,
150076.SZ,’„…ÃŒ»Ω°,2014-10-13,0.93,0.931,0.933,0.928,0.93,1006500,935590.9,0,0,0.9295,4.081,1.047,1.149,
150076.SZ,’„…ÃŒ»Ω°,2014-10-14,0.93,0.93,0.932,0.929,0.93,978300,910328,0,0,0.9305,4.0399,1.047,1.149,
150076.SZ,’„…ÃŒ»Ω°,2014-10-15,0.93,0.929,0.931,0.929,0.931,680201,632923.5,0.001,0.1075,0.9305,2.8501,1.047,1.149,
150076.SZ,’„…ÃŒ»Ω°,2014-10-16,0.931,0.93,0.931,0.928,0.928,1034400,962666.9,-0.003,-0.3222,0.9307,4.3938,1.048,1.15,
150076.SZ,’„…ÃŒ»Ω°,2014-10-17,0.928,0.929,0.93,0.928,0.929,1375200,1277329.9,0.001,0.1078,0.9288,5.9184,1.048,1.15,
150076.SZ,’„…ÃŒ»Ω°,2014-10-20,0.929,0.929,0.931,0.928,0.931,646113,601311.7,0.002,0.2153,0.9307,2.8381,1.048,1.15,
150076.SZ,’„…ÃŒ»Ω°,2014-10-21,0.931,0.93,0.934,0.93,0.932,1679200,1566436.7,0.001,0.1074,0.9328,7.45,1.048,1.15,
150076.SZ,’„…ÃŒ»Ω°,2014-10-22,0.932,0.934,0.935,0.931,0.931,931759,869695,-0.001,-0.1073,0.9334,4.181,1.048,1.15,
150076.SZ,’„…ÃŒ»Ω°,2014-10-23,0.931,0.933,0.933,0.93,0.931,428900,399549.2,0,0,0.9316,1.9427,1.049,1.151,
150076.SZ,’„…ÃŒ»Ω°,2014-10-24,0.931,0.931,0.932,0.93,0.931,322500,300173.2,0,0,0.9308,1.4847,1.049,1.151,
150076.SZ,’„…ÃŒ»Ω°,2014-10-27,0.931,0.931,0.931,0.929,0.929,181000,168295,-0.002,-0.2148,0.9298,0.8345,1.049,1.151,
150076.SZ,’„…ÃŒ»Ω°,2014-10-28,0.929,0.93,0.931,0.929,0.93,1354400,1259756.3,0.001,0.1076,0.9301,6.2673,1.049,1.151,
150076.SZ,’„…ÃŒ»Ω°,2014-10-29,0.93,0.929,0.931,0.928,0.931,2504596,2329450.8,0.001,0.1075,0.9301,12.44,1.05,1.152,
150076.SZ,’„…ÃŒ»Ω°,2014-10-30,0.931,0.932,0.935,0.931,0.934,1981440,1845850.3,0.003,0.3222,0.9316,9.9277,1.05,1.152,
150076.SZ,’„…ÃŒ»Ω°,2014-10-31,0.934,0.934,0.935,0.932,0.934,1373424,1281572.3,0,0,0.9331,6.9508,1.05,1.152,
150076.SZ,’„…ÃŒ»Ω°,2014-11-03,0.934,0.932,0.935,0.932,0.935,1256700,1172747.2,0.001,0.1071,0.9332,6.5617,1.05,1.152,
150076.SZ,’„…ÃŒ»Ω°,2014-11-04,0.935,0.935,0.94,0.934,0.939,1400800,1311205.5,0.004,0.4278,0.936,7.8021,1.051,1.153,
150076.SZ,’„…ÃŒ»Ω°,2014-11-05,0.939,0.939,0.941,0.937,0.94,1425975,1338245,0.001,0.1065,0.9385,8.473,1.051,1.153,
150076.SZ,’„…ÃŒ»Ω°,2014-11-06,0.94,0.942,0.942,0.939,0.94,268600,252634.9,0,0,0.9406,1.6808,1.051,1.153,
150076.SZ,’„…ÃŒ»Ω°,2014-11-07,0.94,0.941,0.942,0.94,0.942,509300,479438.4,0.002,0.2128,0.9414,3.2369,1.051,1.153,
150076.SZ,’„…ÃŒ»Ω°,2014-11-10,0.942,0.943,0.945,0.942,0.944,1418000,1338483.2,0.002,0.2123,0.9439,9.0395,1.052,1.154,
150076.SZ,’„…ÃŒ»Ω°,2014-11-11,0.944,0.945,0.945,0.93,0.942,1432896,1349673.9,-0.002,-0.2119,0.9419,9.6758,1.052,1.154,
150076.SZ,’„…ÃŒ»Ω°,2014-11-12,0.942,0.938,0.944,0.938,0.942,613400,577880.1,0,0,0.9421,3.913,1.052,1.154,
150076.SZ,’„…ÃŒ»Ω°,2014-11-13,0.942,0.946,0.96,0.942,0.942,478000,453557.6,0,0,0.9489,3.0844,1.052,1.154,
150076.SZ,’„…ÃŒ»Ω°,2014-11-14,0.942,0.942,0.948,0.942,0.946,262900,248245,0.004,0.4246,0.9443,1.7041,1.052,1.154,
150076.SZ,’„…ÃŒ»Ω°,2014-11-17,0.946,0.944,0.945,0.943,0.945,9800,9255.9,-0.001,-0.1057,0.9445,0.0647,1.053,1.155,
150076.SZ,’„…ÃŒ»Ω°,2014-11-18,0.945,0.945,0.949,0.943,0.946,2003934,1896591.2,0.001,0.1058,0.9464,13.4242,1.053,1.155,
150076.SZ,’„…ÃŒ»Ω°,2014-11-19,0.946,0.946,0.947,0.946,0.946,155400,147013.8,0,0,0.946,1.0996,1.053,1.155,
150076.SZ,’„…ÃŒ»Ω°,2014-11-20,0.946,0.945,0.945,0.944,0.944,171400,161863.6,-0.002,-0.2114,0.9444,1.2132,1.053,1.155,
150076.SZ,’„…ÃŒ»Ω°,2014-11-21,0.944,0.943,0.943,0.943,0.943,300000,282900,-0.001,-0.1059,0.943,2.1611,1.053,1.155,
150076.SZ,’„…ÃŒ»Ω°,2014-11-24,0.943,0.943,0.946,0.923,0.935,1200700,1125151.9,-0.008,-0.8484,0.9371,8.6117,1.054,1.156,
150076.SZ,’„…ÃŒ»Ω°,2014-11-25,0.935,0.935,0.936,0.88,0.935,558800,516234.2,0,0,0.9238,4.0608,1.054,1.156,
150076.SZ,’„…ÃŒ»Ω°,2014-11-26,0.935,0.935,0.938,0.93,0.93,558500,521143.1,-0.005,-0.5348,0.9331,4.0677,1.054,1.156,
150076.SZ,’„…ÃŒ»Ω°,2014-11-27,0.93,0.926,0.93,0.917,0.925,985166,907539.6,-0.005,-0.5376,0.9212,7.2219,1.054,1.156,
150076.SZ,’„…ÃŒ»Ω°,2014-11-28,0.925,0.922,0.924,0.917,0.922,1037136,953824,-0.003,-0.3243,0.9197,7.5691,1.055,1.157,
150076.SZ,’„…ÃŒ»Ω°,2014-12-01,0.922,0.92,0.925,0.917,0.925,2008030,1850333.7,0.003,0.3254,0.9215,14.287,1.055,1.157,
150076.SZ,’„…ÃŒ»Ω°,2014-12-02,0.925,0.92,0.92,0.915,0.916,1890543,1733911.8,-0.009,-0.973,0.9172,13.3902,1.055,1.157,
150076.SZ,’„…ÃŒ»Ω°,2014-12-03,0.916,0.92,0.92,0.913,0.916,804900,736772,0,0,0.9154,5.6713,1.055,1.157,
150076.SZ,’„…ÃŒ»Ω°,2014-12-04,0.916,0.92,0.92,0.9,0.913,1679344,1531237.1,-0.003,-0.3275,0.9118,11.732,1.056,1.158,
150076.SZ,’„…ÃŒ»Ω°,2014-12-05,0.913,0.917,0.917,0.89,0.909,1082507,971993.5,-0.004,-0.4381,0.8979,7.5135,1.056,1.158,
150076.SZ,’„…ÃŒ»Ω°,2014-12-08,0.909,0.9,0.912,0.895,0.903,913322,823728.1,-0.006,-0.6601,0.9019,6.3027,1.056,1.158,
150076.SZ,’„…ÃŒ»Ω°,2014-12-09,0.903,0.898,0.899,0.885,0.892,1070506,956475.5,-0.011,-1.2182,0.8935,7.2997,1.056,1.158,
150076.SZ,’„…ÃŒ»Ω°,2014-12-10,0.892,0.882,0.89,0.878,0.883,486449,428594.9,-0.009,-1.009,0.8811,3.262,1.057,1.159,
150076.SZ,’„…ÃŒ»Ω°,2014-12-11,0.883,0.882,0.908,0.87,0.904,1815071,1614078.9,0.021,2.3783,0.8893,11.4002,1.057,1.159,
150076.SZ,’„…ÃŒ»Ω°,2014-12-12,0.904,0.904,0.92,0.9,0.914,1344411,1224965.9,0.01,1.1062,0.9112,8.5935,1.057,1.159,
150076.SZ,’„…ÃŒ»Ω°,2014-12-15,0.914,0.919,0.937,0.906,0.925,1260513,1159968.4,0.011,1.2035,0.9202,8.5997,1.057,1.159,
150076.SZ,’„…ÃŒ»Ω°,2014-12-16,0.925,0.93,0.93,0.86,0.917,353812,322880.7,-0.008,-0.8649,0.9126,2.5456,1.058,1.16,
150076.SZ,’„…ÃŒ»Ω°,2014-12-17,0.917,0.906,0.914,0.893,0.908,248168,223558.5,-0.009,-0.9815,0.9008,1.8004,1.058,1.16,
150076.SZ,’„…ÃŒ»Ω°,2014-12-18,0.908,0.881,0.908,0.881,0.899,80000,72328.2,-0.009,-0.9912,0.9041,0.5597,1.058,1.16,
150076.SZ,’„…ÃŒ»Ω°,2014-12-19,0.899,0.899,0.899,0.886,0.895,355924,318815.3,-0.004,-0.4449,0.8957,2.5028,1.058,1.16,
150076.SZ,’„…ÃŒ»Ω°,2014-12-22,0.895,0.898,0.898,0.882,0.886,426100,379614.6,-0.009,-1.0056,0.8909,3.0711,1.059,1.161,
150076.SZ,’„…ÃŒ»Ω°,2014-12-23,0.886,0.886,0.895,0.877,0.895,280901,248830.4,0.009,1.0158,0.8858,2.0428,1.059,1.161,
150076.SZ,’„…ÃŒ»Ω°,2014-12-24,0.895,0.909,0.909,0.896,0.903,360208,324984.2,0.008,0.8939,0.9022,2.6198,1.059,1.161,
150076.SZ,’„…ÃŒ»Ω°,2014-12-25,0.903,0.909,0.915,0.904,0.915,854710,778949.7,0.012,1.3289,0.9114,6.2513,1.059,1.161,
150076.SZ,’„…ÃŒ»Ω°,2014-12-26,0.915,0.915,0.916,0.907,0.916,285400,260636.3,0.001,0.1093,0.9132,2.0873,1.059,1.161,
150076.SZ,’„…ÃŒ»Ω°,2014-12-29,0.916,0.916,0.918,0.91,0.913,894300,816468.8,-0.003,-0.3275,0.913,6.5683,1.06,1.162,
150076.SZ,’„…ÃŒ»Ω°,2014-12-30,0.913,0.883,0.919,0.883,0.913,1658103,1508469.4,0,0,0.9098,12.3623,1.06,1.162,
150076.SZ,’„…ÃŒ»Ω°,2014-12-31,0.913,0.916,0.929,0.916,0.927,1688723,1556104.6,0.014,1.5334,0.9215,13.4931,1.06,1.162,
150076.SZ,’„…ÃŒ»Ω°,2015-01-05,0.927,0.932,0.932,0.905,0.921,330385,305256.3,-0.006,-0.6472,0.9239,2.9782,1.001,1.163,
150076.SZ,’„…ÃŒ»Ω°,2015-01-06,0.921,0.921,0.921,0.921,0.921,--,--,0,0,--,--,1.001,1.163,
150076.SZ,’„…ÃŒ»Ω°,2015-01-07,0.921,0.901,0.901,0.901,0.901,206100,185696.1,-0.02,-9.9901,0.901,1.8578,1.001,1.163,
150076.SZ,’„…ÃŒ»Ω°,2015-01-08,0.901,0.873,0.93,0.873,0.891,1088526,976333.1,-0.01,-1.1099,0.8969,9.8859,1.001,1.163,
150076.SZ,’„…ÃŒ»Ω°,2015-01-09,0.891,0.897,0.897,0.862,0.884,541266,473243.6,-0.007,-0.7856,0.8743,5.2929,1.001,1.163,
150076.SZ,’„…ÃŒ»Ω°,2015-01-12,0.884,0.886,0.904,0.872,0.883,582307,520794.7,-0.001,-0.1131,0.8944,5.7645,1.002,1.164,
150076.SZ,’„…ÃŒ»Ω°,2015-01-13,0.883,0.878,0.891,0.878,0.889,43200,38336.5,0.006,0.6795,0.8874,0.4536,1.002,1.164,
150076.SZ,’„…ÃŒ»Ω°,2015-01-14,0.889,0.888,0.888,0.876,0.883,57700,50967.3,-0.006,-0.6749,0.8833,0.6078,1.002,1.164,
150076.SZ,’„…ÃŒ»Ω°,2015-01-15,0.883,0.878,0.891,0.864,0.888,220781,192913.3,0.005,0.5663,0.8738,2.3381,1.002,1.164,
150076.SZ,’„…ÃŒ»Ω°,2015-01-16,0.888,0.888,0.892,0.88,0.891,277858,247108.8,0.003,0.3378,0.8893,2.9648,1.003,1.165,
150076.SZ,’„…ÃŒ»Ω°,2015-01-19,0.891,0.896,0.896,0.876,0.89,322300,285247.6,-0.001,-0.1122,0.885,3.5467,1.003,1.165,
150076.SZ,’„…ÃŒ»Ω°,2015-01-20,0.89,0.89,0.89,0.877,0.887,163100,144133.3,-0.003,-0.3371,0.8837,1.7876,1.003,1.165,
150076.SZ,’„…ÃŒ»Ω°,2015-01-21,0.887,0.877,0.895,0.877,0.894,477125,425247.5,0.007,0.7892,0.8913,5.276,1.003,1.165,
150076.SZ,’„…ÃŒ»Ω°,2015-01-22,0.894,0.894,0.903,0.88,0.903,231408,204905.9,0.009,1.0067,0.8855,2.6809,1.003,1.165,
150076.SZ,’„…ÃŒ»Ω°,2015-01-23,0.903,0.902,0.904,0.888,0.893,47334,42603.3,-0.01,-1.1074,0.9001,0.5506,1.004,1.166,
150076.SZ,’„…ÃŒ»Ω°,2015-01-26,0.893,0.9,0.908,0.893,0.904,133543,120444.8,0.011,1.2318,0.9019,1.5599,1.004,1.166,
150076.SZ,’„…ÃŒ»Ω°,2015-01-27,0.904,0.901,0.913,0.901,0.913,245900,223428.2,0.009,0.9956,0.9086,2.8994,1.004,1.166,
150076.SZ,’„…ÃŒ»Ω°,2015-01-28,0.913,0.907,0.917,0.907,0.911,103500,94602.1,-0.002,-0.2191,0.914,1.2331,1.004,1.166,
150076.SZ,’„…ÃŒ»Ω°,2015-01-29,0.911,0.909,0.915,0.908,0.915,36500,33186.6,0.004,0.4391,0.9092,0.4374,1.005,1.167,
150076.SZ,’„…ÃŒ»Ω°,2015-01-30,0.915,0.896,0.914,0.896,0.908,328860,298293,-0.007,-0.765,0.9071,3.9411,1.005,1.167,
150076.SZ,’„…ÃŒ»Ω°,2015-02-02,0.908,0.898,0.901,0.892,0.893,201410,179959.9,-0.015,-1.652,0.8935,2.4137,1.005,1.167,
150076.SZ,’„…ÃŒ»Ω°,2015-02-03,0.893,0.893,0.903,0.892,0.893,211300,189427.6,0,0,0.8965,2.7286,1.005,1.167,
150076.SZ,’„…ÃŒ»Ω°,2015-02-04,0.893,0.892,0.907,0.887,0.89,382434,339743,-0.003,-0.3359,0.8884,5.0244,1.006,1.168,
150076.SZ,’„…ÃŒ»Ω°,2015-02-05,0.89,0.901,0.903,0.889,0.889,16100,14315.5,-0.001,-0.1124,0.8892,0.2204,1.006,1.168,
150076.SZ,’„…ÃŒ»Ω°,2015-02-06,0.889,0.899,0.899,0.893,0.897,163100,146391.2,0.008,0.8999,0.8976,2.2264,1.006,1.168,
150076.SZ,’„…ÃŒ»Ω°,2015-02-09,0.897,0.906,0.906,0.888,0.889,95643,85345.5,-0.008,-0.8919,0.8923,1.3005,1.006,1.168,
150076.SZ,’„…ÃŒ»Ω°,2015-02-10,0.889,0.91,0.911,0.89,0.89,103712,93794.9,0.001,0.1125,0.9044,1.4101,1.006,1.168,
150076.SZ,’„…ÃŒ»Ω°,2015-02-11,0.89,0.903,0.903,0.893,0.901,33200,29789.7,0.011,1.236,0.8973,0.4542,1.007,1.169,
150076.SZ,’„…ÃŒ»Ω°,2015-02-12,0.901,0.896,0.907,0.892,0.903,188978,169207.4,0.002,0.222,0.8954,2.6024,1.007,1.169,
150076.SZ,’„…ÃŒ»Ω°,2015-02-13,0.903,0.909,0.918,0.904,0.913,343295,313818.2,0.01,1.1074,0.9141,4.7575,1.007,1.169,
150076.SZ,’„…ÃŒ»Ω°,2015-02-16,0.913,0.915,0.915,0.915,0.915,4900,4483.5,0.002,0.2191,0.915,0.0699,1.007,1.169,
150076.SZ,’„…ÃŒ»Ω°,2015-02-17,0.915,0.918,0.923,0.909,0.914,112000,102686.9,-0.001,-0.1093,0.9168,1.6003,1.008,1.17,
150076.SZ,’„…ÃŒ»Ω°,2015-02-25,0.914,0.906,0.922,0.896,0.911,111900,101839.4,-0.003,-0.3282,0.9101,1.6141,1.009,1.171,
150076.SZ,’„…ÃŒ»Ω°,2015-02-26,0.911,0.919,0.926,0.907,0.914,204269,188150.2,0.003,0.3293,0.9211,2.968,1.009,1.171,
150076.SZ,’„…ÃŒ»Ω°,2015-02-27,0.914,0.911,0.925,0.911,0.925,98627,90930.9,0.011,1.2035,0.922,1.4643,1.009,1.171,
150076.SZ,’„…ÃŒ»Ω°,2015-03-02,0.925,0.916,0.93,0.916,0.925,120800,111719.9,0,0,0.9248,1.8022,1.01,1.172,
150076.SZ,’„…ÃŒ»Ω°,2015-03-03,0.925,0.919,0.926,0.918,0.924,147680,135774.4,-0.001,-0.1081,0.9194,2.2366,1.01,1.172,
150076.SZ,’„…ÃŒ»Ω°,2015-03-04,0.924,0.915,0.92,0.915,0.916,130910,120359.4,-0.008,-0.8658,0.9194,2.0147,1.01,1.172,
150076.SZ,’„…ÃŒ»Ω°,2015-03-05,0.916,0.912,0.925,0.911,0.916,26000,23766.1,0,0,0.9141,0.4013,1.01,1.172,
150076.SZ,’„…ÃŒ»Ω°,2015-03-06,0.916,0.916,0.916,0.916,0.916,--,--,0,0,--,--,1.01,1.172,
150076.SZ,’„…ÃŒ»Ω°,2015-03-09,0.916,0.914,0.923,0.914,0.922,7000,6413,0.006,0.655,0.9161,0.1086,1.011,1.173,
150076.SZ,’„…ÃŒ»Ω°,2015-03-10,0.922,0.913,0.921,0.913,0.921,240631,221120,-0.001,-0.1085,0.9189,3.7353,1.011,1.173,
150076.SZ,’„…ÃŒ»Ω°,2015-03-11,0.921,0.922,0.922,0.921,0.921,18000,16586.8,0,0,0.9215,0.2863,1.011,1.173,
150076.SZ,’„…ÃŒ»Ω°,2015-03-12,0.921,0.925,0.927,0.913,0.916,234285,216251.3,-0.005,-0.5429,0.923,3.7479,1.011,1.173,
150076.SZ,’„…ÃŒ»Ω°,2015-03-13,0.916,0.911,0.92,0.911,0.92,47900,43933.8,0.004,0.4367,0.9172,0.7891,1.011,1.173,
150076.SZ,’„…ÃŒ»Ω°,2015-03-16,0.92,0.923,0.923,0.917,0.918,70900,65149.5,-0.002,-0.2174,0.9189,1.1747,1.012,1.174,
150076.SZ,’„…ÃŒ»Ω°,2015-03-17,0.918,0.916,0.925,0.916,0.923,217085,200302.8,0.005,0.5447,0.9227,3.6082,1.012,1.174,
150076.SZ,’„…ÃŒ»Ω°,2015-03-18,0.923,0.913,0.929,0.913,0.914,153000,141179.2,-0.009,-0.9751,0.9227,2.5515,1.012,1.174,
150076.SZ,’„…ÃŒ»Ω°,2015-03-19,0.914,0.915,0.924,0.915,0.923,108790,100031.9,0.009,0.9847,0.9195,1.8143,1.012,1.174,
150076.SZ,’„…ÃŒ»Ω°,2015-03-20,0.923,0.92,0.923,0.913,0.923,36100,33217.5,0,0,0.9202,0.602,1.012,1.174,
150076.SZ,’„…ÃŒ»Ω°,2015-03-23,0.923,0.92,0.923,0.919,0.919,77700,71657.2,-0.004,-0.4334,0.9222,1.3087,1.013,1.175,
150076.SZ,’„…ÃŒ»Ω°,2015-03-24,0.919,0.918,0.937,0.915,0.927,289608,267954.5,0.008,0.8705,0.9252,4.9042,1.013,1.175,
150076.SZ,’„…ÃŒ»Ω°,2015-03-25,0.927,0.91,0.938,0.91,0.92,96108,89038.3,-0.007,-0.7551,0.9264,1.6813,1.013,1.175,
150076.SZ,’„…ÃŒ»Ω°,2015-03-26,0.92,0.929,0.929,0.911,0.922,67900,62323.1,0.002,0.2174,0.9179,1.1919,1.013,1.175,
150076.SZ,’„…ÃŒ»Ω°,2015-03-27,0.922,0.917,0.93,0.917,0.93,93093,86118.2,0.008,0.8677,0.9251,1.639,1.014,1.176,
150076.SZ,’„…ÃŒ»Ω°,2015-03-30,0.93,0.93,0.935,0.921,0.922,171976,159988.2,-0.008,-0.8602,0.9303,3.0763,1.014,1.176,
150076.SZ,’„…ÃŒ»Ω°,2015-03-31,0.922,0.921,0.93,0.912,0.915,82460,75772.6,-0.007,-0.7592,0.9189,1.4837,1.014,1.176,
150076.SZ,’„…ÃŒ»Ω°,2015-04-01,0.915,0.922,0.922,0.91,0.916,43500,39812.7,0.001,0.1093,0.9152,0.7827,1.014,1.176,
150076.SZ,’„…ÃŒ»Ω°,2015-04-02,0.916,0.911,0.928,0.911,0.926,171335,158797.5,0.01,1.0917,0.9268,3.0797,1.014,1.176,
