¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-05,0.963,0.95,0.968,0.95,0.965,157480,150986.6,0.002,0.2077,0.9588,3.5408,1.001,1.184,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-06,0.965,0.965,0.965,0.965,0.965,--,--,0,0,--,--,1.001,1.184,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-07,0.965,0.901,0.954,0.901,0.932,543639,498386.8,-0.033,-6.8931,0.9168,12.2234,1.001,1.184,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-08,0.932,0.932,0.932,0.882,0.923,465688,415108,-0.009,-0.9657,0.8914,10.0075,1.001,1.184,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-09,0.923,0.912,0.912,0.885,0.894,1415300,1263497.1,-0.029,-3.1419,0.8927,22.8621,1.001,1.184,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-12,0.894,0.883,0.892,0.881,0.89,687490,608698.3,-0.004,-0.4474,0.8854,8.1586,1.002,1.185,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-13,0.89,0.89,0.894,0.884,0.89,851780,757857.4,0,0,0.8897,11.6316,1.002,1.185,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-14,0.89,0.89,0.897,0.885,0.896,557860,498357.2,0.006,0.6742,0.8933,8.2817,1.002,1.185,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-15,0.896,0.894,0.908,0.894,0.907,147108,132700.2,0.011,1.2277,0.9021,2.3266,1.002,1.185,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-16,0.907,0.913,0.915,0.905,0.906,640104,583225.2,-0.001,-0.1103,0.9111,10.2014,1.003,1.186,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-19,0.906,0.904,0.913,0.903,0.91,628716,570554,0.004,0.4415,0.9075,10.2482,1.003,1.186,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-20,0.91,0.912,0.915,0.909,0.914,910186,831545.2,0.004,0.4396,0.9136,14.9284,1.003,1.186,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-21,0.914,0.924,0.925,0.913,0.914,510200,467285.4,0,0,0.9159,8.5012,1.003,1.186,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-22,0.914,0.91,0.95,0.909,0.942,748414,689316.1,0.028,3.0635,0.921,13.2517,1.004,1.187,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-23,0.942,0.929,0.94,0.92,0.928,392395,365822.9,-0.014,-1.4862,0.9323,7.6384,1.004,1.187,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-26,0.928,0.925,0.944,0.925,0.943,551748,518904.8,0.015,1.6164,0.9405,10.8804,1.004,1.187,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-27,0.943,0.932,0.953,0.917,0.948,647100,602544.2,0.005,0.5302,0.9311,13.7851,1.004,1.187,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-28,0.948,0.937,0.945,0.936,0.941,333596,313266.5,-0.007,-0.7384,0.9391,7.5348,1.005,1.188,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-29,0.941,0.95,0.95,0.938,0.938,135075,127082.7,-0.003,-0.3188,0.9408,3.1311,1.005,1.188,
150073.SZ,≈µ∞≤Œ»Ω°,2015-01-30,0.938,0.945,0.957,0.93,0.93,120636,114949,-0.008,-0.8529,0.9529,2.8137,1.005,1.188,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-02,0.93,0.939,0.944,0.926,0.935,309636,290236.6,0.005,0.5376,0.9373,7.2252,1.005,1.188,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-03,0.935,0.923,0.94,0.923,0.939,146176,136617.6,0.004,0.4278,0.9346,3.4463,1.006,1.189,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-04,0.939,0.929,0.939,0.929,0.936,92000,86002.8,-0.003,-0.3195,0.9348,2.1805,1.006,1.189,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-05,0.936,0.94,0.942,0.936,0.936,90172,84669.4,0,0,0.939,2.1704,1.006,1.189,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-06,0.936,0.93,0.938,0.93,0.936,32156,30095.1,0,0,0.9359,0.7857,1.006,1.189,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-09,0.936,0.928,0.937,0.928,0.935,40536,37938,-0.001,-0.1068,0.9359,1.0247,1.007,1.19,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-10,0.935,0.931,0.937,0.931,0.937,170764,159662.3,0.002,0.2139,0.935,4.2868,1.007,1.19,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-11,0.937,0.938,0.94,0.937,0.937,203136,190556,0,0,0.9381,5.1356,1.007,1.19,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-12,0.937,0.94,0.945,0.94,0.945,138548,130471.8,0.008,0.8538,0.9417,3.546,1.007,1.19,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-13,0.945,0.948,0.967,0.948,0.966,375623,359241.6,0.021,2.2222,0.9564,9.7213,1.007,1.19,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-16,0.966,0.97,0.99,0.965,0.981,466736,454811.1,0.015,1.5528,0.9745,12.357,1.008,1.191,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-17,0.981,0.985,0.994,0.965,0.994,491577,486292.2,0.013,1.3252,0.9892,13.9315,1.008,1.191,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-25,0.994,0.978,1.023,0.978,0.994,144900,143073.2,0,0,0.9874,4.2364,1.009,1.192,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-26,0.994,0.994,0.994,0.986,0.99,67700,67050.7,-0.004,-0.4024,0.9904,2.0207,1.01,1.193,
150073.SZ,≈µ∞≤Œ»Ω°,2015-02-27,0.99,0.986,1.005,0.981,0.998,396508,394592.9,0.008,0.8081,0.9952,11.8458,1.01,1.193,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-02,0.998,1.003,1.003,0.978,1,301234,297245.9,0.002,0.2004,0.9868,9.7896,1.01,1.193,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-03,1,0.986,1.002,0.961,1,344236,335032.3,0,0,0.9733,11.8896,1.01,1.193,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-04,1,0.988,1,0.988,1,114136,113932.4,0,0,0.9982,3.9855,1.011,1.194,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-05,1,1.008,1.015,0.987,0.987,411720,417063.7,-0.013,-1.3,1.013,15.0336,1.011,1.194,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-06,0.987,0.984,0.998,0.984,0.989,30920,30550.2,0.002,0.2026,0.988,1.1366,1.011,1.194,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-09,0.989,0.982,0.996,0.982,0.995,104734,103794.4,0.006,0.6067,0.991,3.9098,1.011,1.194,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-10,0.995,0.983,1.018,0.983,1.011,208968,212062.1,0.016,1.608,1.0148,8.0822,1.012,1.195,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-11,1.011,0.996,1.02,0.996,1.009,8700,8773.8,-0.002,-0.1978,1.0085,0.3632,1.012,1.195,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-12,1.009,0.998,1.021,0.997,1.019,111844,113658.9,0.01,0.9911,1.0162,4.6714,1.012,1.195,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-13,1.019,1.001,1.019,1.001,1.008,26100,26382.1,-0.011,-1.0795,1.0108,1.1246,1.012,1.195,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-16,1.008,1,1.012,0.94,1.012,409896,389791.3,0.004,0.3968,0.951,17.7271,1.013,1.196,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-17,1.012,1.011,1.025,1,1.018,176577,179982.6,0.006,0.5929,1.0193,7.6278,1.013,1.196,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-18,1.018,1.017,1.028,1.009,1.024,490027,499539.4,0.006,0.5894,1.0194,20.6391,1.013,1.196,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-19,1.024,1.024,1.024,1.01,1.021,184980,188283.9,-0.003,-0.293,1.0179,7.7911,1.013,1.196,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-20,1.021,1.028,1.028,1.014,1.018,150885,154333.2,-0.003,-0.2938,1.0229,6.7878,1.013,1.196,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-23,1.018,1.019,1.049,1.018,1.049,163852,169996.7,0.031,3.0452,1.0375,7.4674,1.014,1.197,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-24,1.049,1.035,1.09,1.035,1.053,139268,148356.7,0.004,0.3813,1.0653,6.5977,1.014,1.197,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-25,1.053,1.051,1.053,1.05,1.053,58168,61153.6,0,0,1.0513,2.827,1.014,1.197,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-26,1.053,1.035,1.039,1.028,1.029,36672,37882,-0.024,-2.2792,1.033,1.7866,1.014,1.197,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-27,1.029,1.025,1.029,1.02,1.02,79661,81782.5,-0.009,-0.8746,1.0266,3.8673,1.014,1.197,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-30,1.02,1.001,1.024,0.971,1.019,326300,319203.4,-0.001,-0.098,0.9783,15.5956,1.015,1.198,
150073.SZ,≈µ∞≤Œ»Ω°,2015-03-31,1.019,1.028,1.058,0.999,1.024,411982,433658.5,0.005,0.4907,1.0526,19.677,1.015,1.198,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-01,1.024,1.024,1.06,1.006,1.026,99310,102847.1,0.002,0.1953,1.0356,4.7273,1.015,1.198,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-02,1.026,1.038,1.05,1.015,1.038,141316,146414.7,0.012,1.1696,1.0361,6.7269,1.015,1.198,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-03,1.038,1.017,1.048,1.011,1.029,134604,138546.7,-0.009,-0.8671,1.0293,6.6716,1.016,1.199,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-07,1.029,1.002,1.059,1,1.04,540876,547218.6,0.011,1.069,1.0117,26.8083,1.016,1.199,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-08,1.04,1,1.001,0.958,0.965,3006872,2916079.7,-0.075,-7.2115,0.9698,44.3134,1.016,1.199,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-09,0.965,0.95,0.958,0.935,0.94,3649550,3460484.2,-0.025,-2.5907,0.9482,29.295,1.017,1.2,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-10,0.94,0.941,0.976,0.938,0.974,2581466,2473868.2,0.034,3.617,0.9583,23.2323,1.017,1.2,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-13,0.974,0.968,1,0.968,0.999,2443305,2422323.7,0.025,2.5667,0.9914,29.6124,1.017,1.2,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-14,0.999,0.988,1.008,0.981,1.008,1169583,1170031.5,0.009,0.9009,1.0004,16.4932,1.017,1.2,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-15,1.008,1.003,1.015,0.984,0.987,649273,650114,-0.021,-2.0833,1.0013,10.1767,1.018,1.201,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-16,0.987,0.982,1.008,0.982,0.994,372516,372150.2,0.007,0.7092,0.999,6.1712,1.018,1.201,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-17,0.994,0.994,1.015,0.994,1.015,840727,845882.1,0.021,2.1127,1.0061,14.5448,1.018,1.201,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-20,1.015,1.03,1.03,0.942,1.021,527814,522454.2,0.006,0.5911,0.9898,10.296,1.018,1.201,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-21,1.021,1.01,1.045,1.01,1.044,629109,650175,0.023,2.2527,1.0335,12.8588,1.019,1.202,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-22,1.044,1.045,1.045,1.03,1.04,131600,136797.1,-0.004,-0.3831,1.0395,2.9186,1.019,1.202,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-23,1.04,1.037,1.055,1.004,1.053,359329,375419,0.013,1.25,1.0448,8.0214,1.019,1.202,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-24,1.053,1.052,1.071,1.052,1.062,386229,409858.2,0.009,0.8547,1.0612,9.2005,1.019,1.202,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-27,1.062,1.062,1.118,1.037,1.111,284440,310337.5,0.049,4.6139,1.091,7.3831,1.02,1.203,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-28,1.111,1.111,1.215,1.03,1.042,443582,501708.8,-0.069,-6.2106,1.131,11.8084,1.02,1.203,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-29,1.042,1.043,1.138,1.043,1.076,248253,271769,0.034,3.263,1.0947,6.5904,1.02,1.203,
150073.SZ,≈µ∞≤Œ»Ω°,2015-04-30,1.076,1.115,1.115,1.056,1.07,148253,160884.7,-0.006,-0.5576,1.0852,3.9166,1.02,1.203,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-04,1.07,1.07,1.115,1.031,1.108,461257,495374.2,0.038,3.5514,1.074,12.363,1.021,1.204,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-05,1.108,1.105,1.179,1.05,1.168,687671,791772.9,0.06,5.4152,1.1514,18.6622,1.021,1.204,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-06,1.168,1.1,1.168,1.1,1.137,233052,265950.8,-0.031,-2.6541,1.1412,6.3246,1.021,1.204,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-07,1.137,1.101,1.159,1.06,1.111,349200,376530.8,-0.026,-2.2867,1.0783,9.2777,1.021,1.204,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-08,1.111,1.111,1.157,1.071,1.11,445700,502750.3,-0.001,-0.09,1.128,11.8794,1.021,1.204,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-11,1.11,1.12,1.126,1.088,1.113,353200,393237.2,0.003,0.2703,1.1134,9.5475,1.022,1.205,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-12,1.113,1.091,1.12,1.091,1.12,285414,317983.8,0.007,0.6289,1.1141,8.2698,1.022,1.205,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-13,1.12,1.111,1.139,1.071,1.136,886662,987271.2,0.016,1.4286,1.1135,27.0575,1.022,1.205,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-14,1.136,1.135,1.239,1.111,1.205,775659,924628.3,0.069,6.0739,1.1921,27.4697,1.023,1.206,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-15,1.205,1.197,1.236,1.197,1.201,168281,204302.8,-0.004,-0.332,1.2141,6.0167,1.023,1.206,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-18,1.201,1.163,1.224,1.163,1.205,277792,329021.7,0.004,0.3331,1.1844,9.8872,1.023,1.206,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-19,1.205,1.19,1.26,1.173,1.23,268120,320067.9,0.025,2.0747,1.1937,9.5429,1.023,1.206,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-20,1.23,1.188,1.279,1.188,1.206,581500,723593.7,-0.024,-1.9512,1.2444,19.5076,1.024,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-21,1.206,1.189,1.197,1.099,1.152,2140968,2396284.8,-0.054,-4.4776,1.1193,37.5062,1.024,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-22,1.152,1.14,1.179,1.081,1.117,2094511,2325594.9,-0.035,-3.0382,1.1103,30.7054,1.024,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-25,1.117,1.1,1.1,1.071,1.1,1323890,1443677,-0.017,-1.5219,1.0905,16.5497,1.024,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-26,1.1,1.08,1.12,1.08,1.12,1697871,1865573.5,0.02,1.8182,1.0988,19.7071,1.025,1.208,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-27,1.12,1.118,1.118,1.091,1.095,1973083,2181059.9,-0.025,-2.2321,1.1054,22.0109,1,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-28,1.095,1.095,1.095,1.095,1.095,--,--,0,0,--,--,1,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-05-29,1.095,1,1,0.9,0.973,701520,673555.5,-0.122,-2.7,0.9601,7.8259,1,1.207,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-01,0.973,0.876,0.959,0.876,0.888,7474348,6635865.8,-0.085,-8.7359,0.8878,36.752,1.001,1.208,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-02,0.888,0.842,0.866,0.818,0.852,8924373,7449012.8,-0.036,-4.0541,0.8347,35.5458,1.001,1.208,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-03,0.852,0.838,0.858,0.835,0.857,10192065,8641474.5,0.005,0.5869,0.8479,32.2003,1.001,1.208,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-04,0.857,0.857,0.869,0.851,0.863,10261388,8853316.1,0.006,0.7001,0.8628,25.4746,1.001,1.208,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-05,0.863,0.867,0.871,0.863,0.868,11753968,10200510.3,0.005,0.5794,0.8678,28.3149,1.001,1.208,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-08,0.868,0.87,0.871,0.858,0.859,5394392,4662454.4,-0.009,-1.0369,0.8643,13.7621,1.002,1.209,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-09,0.859,0.861,0.861,0.85,0.854,3159260,2707851.1,-0.005,-0.5821,0.8571,8.3096,1.002,1.209,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-10,0.854,0.854,0.866,0.853,0.861,4303972,3697974.1,0.007,0.8197,0.8592,11.404,1.002,1.209,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-11,0.861,0.856,0.865,0.852,0.854,2811454,2406486.4,-0.007,-0.813,0.856,8.0909,1.002,1.209,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-12,0.854,0.853,0.863,0.853,0.856,3940708,3379820,0.002,0.2342,0.8577,11.692,1.003,1.21,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-15,0.856,0.854,0.855,0.847,0.847,2072648,1764293.7,-0.009,-1.0514,0.8512,6.6605,1.003,1.21,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-16,0.847,0.847,0.858,0.842,0.857,3007914,2563197.5,0.01,1.1806,0.8522,9.7779,1.003,1.21,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-17,0.857,0.85,0.855,0.85,0.855,1291019,1100747.7,-0.002,-0.2334,0.8526,4.2298,1.003,1.21,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-18,0.855,0.855,0.856,0.845,0.854,3790440,3228670.4,-0.001,-0.117,0.8518,12.5074,1.004,1.211,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-19,0.854,0.845,0.849,0.836,0.838,2896266,2435788.1,-0.016,-1.8735,0.841,9.5511,1.004,1.211,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-23,0.838,0.844,0.844,0.826,0.831,2833868,2352933.5,-0.007,-0.8353,0.8303,9.3454,1.004,1.211,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-24,0.831,0.834,0.843,0.831,0.841,3080108,2578124.5,0.01,1.2034,0.837,9.5435,1.005,1.212,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-25,0.841,0.843,0.852,0.84,0.85,2714086,2297057.8,0.009,1.0702,0.8463,8.3866,1.005,1.212,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-26,0.85,0.854,0.865,0.846,0.861,4377738,3751561.8,0.011,1.2941,0.857,13.5267,1.005,1.212,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-29,0.861,0.858,0.861,0.845,0.853,3537704,3015153.2,-0.008,-0.9292,0.8523,10.9311,1.005,1.212,
150073.SZ,≈µ∞≤Œ»Ω°,2015-06-30,0.853,0.845,0.845,0.82,0.832,3003676,2488222.4,-0.021,-2.4619,0.8284,9.2794,1.006,1.213,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-01,0.832,0.832,0.832,0.818,0.825,829168,681736.8,-0.007,-0.8413,0.8222,2.5476,1.006,1.213,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-02,0.825,0.829,0.829,0.803,0.81,1851476,1497258.1,-0.015,-1.8182,0.8087,5.6837,1.006,1.213,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-03,0.81,0.814,0.818,0.802,0.816,3299388,2674356.8,0.006,0.7407,0.8106,10.1209,1.006,1.213,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-06,0.816,0.815,0.834,0.803,0.83,7397687,6097030.3,0.014,1.7157,0.8242,23.1457,1.007,1.214,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-07,0.83,0.829,0.858,0.823,0.843,5308596,4482460.1,0.013,1.5663,0.8444,16.6086,1.007,1.214,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-08,0.843,0.84,0.85,0.759,0.79,6731722,5323621.2,-0.053,-6.2871,0.7908,21.097,1.007,1.214,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-09,0.79,0.8,0.836,0.781,0.836,3572900,2916285.8,0.046,5.8228,0.8162,11.2083,1.007,1.214,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-10,0.836,0.818,0.845,0.818,0.834,3527772,2931506.5,-0.002,-0.2392,0.831,11.0709,1.007,1.214,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-13,0.834,0.834,0.841,0.824,0.839,3723128,3108295.6,0.005,0.5995,0.8349,11.6749,1.008,1.215,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-14,0.839,0.831,0.857,0.831,0.855,4875477,4144365.7,0.016,1.907,0.85,15.2886,1.008,1.215,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-15,0.855,0.863,0.885,0.863,0.875,3941344,3444974.9,0.02,2.3392,0.8741,12.3197,1.008,1.215,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-16,0.875,0.873,0.888,0.87,0.884,7972820,6982720.4,0.009,1.0286,0.8758,22.3837,1.008,1.215,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-17,0.884,0.883,0.902,0.883,0.899,9787283,8767393.6,0.015,1.6968,0.8958,27.3821,1.009,1.216,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-20,0.899,0.891,0.898,0.884,0.892,4170140,3715446.7,-0.007,-0.7786,0.891,11.5113,1.009,1.216,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-21,0.892,0.891,0.929,0.89,0.893,3299032,2976017.2,0.001,0.1121,0.9021,8.8602,1.009,1.216,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-22,0.893,0.886,0.891,0.873,0.883,3545128,3130784.1,-0.01,-1.1198,0.8831,9.7246,1.009,1.216,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-23,0.883,0.875,0.882,0.866,0.868,2460324,2142929.9,-0.015,-1.6988,0.871,7.263,1.01,1.217,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-24,0.868,0.85,0.868,0.85,0.868,671548,577659.6,0,0,0.8602,2.0635,1.01,1.217,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-27,0.868,0.868,0.888,0.864,0.888,2080752,1825599.8,0.02,2.3041,0.8774,6.3618,1.01,1.217,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-28,0.888,0.888,0.888,0.873,0.88,684220,602513.1,-0.008,-0.9009,0.8806,2.0976,1.01,1.217,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-29,0.88,0.87,0.895,0.87,0.886,2331104,2063114.2,0.006,0.6818,0.885,7.1191,1.011,1.218,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-30,0.886,0.882,0.896,0.881,0.896,3135476,2788265.6,0.01,1.1287,0.8893,9.5757,1.011,1.218,
150073.SZ,≈µ∞≤Œ»Ω°,2015-07-31,0.896,0.896,0.907,0.896,0.906,1258515,1133795.9,0.01,1.1161,0.9009,3.8435,1.011,1.218,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-03,0.906,0.905,0.917,0.905,0.916,3148877,2867858.9,0.01,1.1038,0.9108,9.6166,1.011,1.218,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-04,0.916,0.916,0.924,0.905,0.907,1532000,1399371.7,-0.009,-0.9825,0.9134,4.6833,1.012,1.219,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-05,0.907,0.907,0.916,0.905,0.914,759760,692875,0.007,0.7718,0.912,2.3223,1.012,1.219,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-06,0.914,0.914,0.918,0.914,0.917,642968,589071,0.003,0.3282,0.9162,1.9653,1.012,1.219,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-07,0.917,0.915,0.917,0.912,0.917,831356,760609.2,0,0,0.9149,2.5411,1.012,1.219,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-10,0.917,0.912,0.912,0.899,0.901,4358003,3944766.1,-0.016,-1.7448,0.9052,13.3206,1.013,1.22,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-11,0.901,0.899,0.901,0.891,0.898,1257203,1127451.1,-0.003,-0.333,0.8968,3.8428,1.013,1.22,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-12,0.898,0.9,0.903,0.895,0.903,810020,729524.8,0.005,0.5568,0.9006,2.4759,1.013,1.22,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-13,0.903,0.901,0.908,0.9,0.904,1678969,1517843.3,0.001,0.1107,0.904,5.1484,1.013,1.22,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-14,0.904,0.904,0.908,0.903,0.908,466299,422192.8,0.004,0.4425,0.9054,1.4299,1.013,1.22,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-17,0.908,0.908,0.918,0.908,0.918,1187968,1086749.9,0.01,1.1013,0.9148,3.6428,1.014,1.221,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-18,0.918,0.918,0.927,0.918,0.921,1328403,1223550.5,0.003,0.3268,0.9211,4.0734,1.014,1.221,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-19,0.921,0.927,0.927,0.921,0.925,1219360,1128339.5,0.004,0.4343,0.9254,3.7541,1.014,1.221,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-20,0.925,0.925,0.928,0.924,0.928,582456,539848.6,0.003,0.3243,0.9268,1.7911,1.014,1.221,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-21,0.928,0.928,0.937,0.928,0.93,346720,322971.3,0.002,0.2155,0.9315,1.0676,1.014,1.221,
