´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(·Ý),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),µ¥Î»¾»Öµ(Ôª),ÀÛ¼Æ¾»Öµ(Ôª),
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-06,--,0.958,0.958,0.958,0.958,200,191.6,--,--,0.958,0.0001,0.961,0.961,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-09,0.958,0.872,0.92,0.872,0.9,400307,357475.7,-0.058,-6.0543,0.893,0.1112,0.96,0.96,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-10,0.9,0.899,0.899,0.872,0.879,352402,308904.4,-0.021,-2.3333,0.8766,0.0979,0.96,0.96,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-11,0.879,0.854,0.871,0.854,0.869,451010,392019.7,-0.01,-1.1377,0.8692,0.1252,0.959,0.959,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-12,0.869,0.87,0.871,0.86,0.87,490209,423116.1,0.001,0.1151,0.8631,0.1361,0.959,0.959,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-13,0.87,0.86,0.869,0.86,0.869,8112,6979.9,-0.001,-0.1149,0.8604,0.0023,0.959,0.959,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-16,0.869,0.878,0.878,0.864,0.869,551800,478478.6,0,0,0.8671,0.1532,0.954,0.954,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-17,0.869,0.865,0.865,0.85,0.864,275206,235508.8,-0.005,-0.5754,0.8558,0.0764,0.951,0.951,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-18,0.864,0.854,0.854,0.844,0.85,277012,235403.8,-0.014,-1.6204,0.8498,0.0769,0.95,0.95,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-19,0.85,0.866,0.866,0.848,0.858,83900,71323.2,0.008,0.9412,0.8501,0.0233,0.945,0.945,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-20,0.858,0.848,0.85,0.821,0.849,20610,17479,-0.009,-1.049,0.8481,0.0057,0.946,0.946,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-23,0.849,0.848,0.848,0.848,0.848,8800,7462.4,-0.001,-0.1178,0.848,0.0024,0.945,0.945,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-24,0.848,0.85,0.855,0.849,0.855,29100,24710.5,0.007,0.8255,0.8492,0.0081,0.945,0.945,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-25,0.855,0.855,0.855,0.855,0.855,--,--,0,0,--,--,0.946,0.946,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-26,0.855,0.84,0.842,0.83,0.842,102702,86186.4,-0.013,-1.5205,0.8392,0.0285,0.946,0.946,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-27,0.842,0.852,0.852,0.852,0.852,100,85.2,0.01,1.1876,0.852,0,0.944,0.944,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-30,0.852,0.85,0.85,0.84,0.84,173600,146037.9,-0.012,-1.4085,0.8412,0.0482,0.94,0.94,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2013-12-31,0.84,0.84,0.84,0.84,0.84,8900,7476,0,0,0.84,0.0025,0.941,0.941,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-02,0.84,0.839,0.839,0.839,0.839,1000,839,-0.001,-0.119,0.839,0.0003,0.94,0.94,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-03,0.839,0.839,0.839,0.826,0.836,109000,90150.7,-0.003,-0.3576,0.8271,0.0303,0.939,0.939,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-06,0.836,0.826,0.83,0.815,0.82,270250,222080.7,-0.016,-1.9139,0.8218,0.075,0.935,0.935,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-07,0.82,0.782,0.823,0.782,0.819,23200,19089.1,-0.001,-0.122,0.8228,0.0064,0.931,0.931,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-08,0.819,0.8,0.812,0.8,0.809,10200,8280.9,-0.01,-1.221,0.8119,0.0028,0.93,0.93,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-09,0.809,0.8,0.825,0.8,0.818,211100,173439.8,0.009,1.1125,0.8216,0.0586,0.933,0.933,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-10,0.818,0.816,0.817,0.8,0.817,352700,286580,-0.001,-0.1222,0.8125,0.0979,0.93,0.93,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-13,0.817,0.81,0.818,0.81,0.815,112035,91353.2,-0.002,-0.2448,0.8154,0.0311,0.928,0.928,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-14,0.815,0.805,0.817,0.786,0.786,53500,42562.1,-0.029,-3.5583,0.7956,0.0149,0.927,0.927,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-15,0.786,0.791,0.805,0.791,0.805,137504,108777.1,0.019,2.4173,0.7911,0.0382,0.921,0.921,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-16,0.805,0.796,0.803,0.796,0.803,79200,63057.9,-0.002,-0.2484,0.7962,0.022,0.92,0.92,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-17,0.803,0.803,0.803,0.803,0.803,--,--,0,0,--,--,0.919,0.919,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-20,0.803,0.79,0.79,0.785,0.785,45200,35525.9,-0.018,-2.2416,0.786,0.0126,0.913,0.913,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-21,0.785,0.762,0.799,0.762,0.777,66771,51406,-0.008,-1.0191,0.7699,0.0185,0.914,0.914,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-22,0.777,0.778,0.813,0.778,0.813,108801,84880.7,0.036,4.6332,0.7801,0.0302,0.919,0.919,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-23,0.813,0.781,0.819,0.78,0.817,224201,180892.7,0.004,0.492,0.8068,0.0623,0.918,0.918,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-24,0.817,0.795,0.814,0.795,0.813,196267,158338.1,-0.004,-0.4896,0.8067,0.0545,0.922,0.922,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-27,0.813,0.816,0.816,0.783,0.8,201570,159569.2,-0.013,-1.599,0.7916,0.056,0.924,0.924,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-28,0.8,0.801,0.801,0.8,0.8,286005,228824.8,0,0,0.8001,0.0794,0.925,0.925,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-29,0.8,0.817,0.817,0.805,0.816,111600,90706.9,0.016,2,0.8128,0.031,0.928,0.928,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-01-30,0.816,0.805,0.834,0.805,0.834,279974,227738.8,0.018,2.2059,0.8134,0.0777,0.929,0.929,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-07,0.834,0.831,0.831,0.786,0.829,270300,219523.1,-0.005,-0.5995,0.8121,0.0751,0.93,0.93,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-10,0.829,0.802,0.815,0.801,0.813,483160,390534.1,-0.016,-1.93,0.8083,0.1342,0.931,0.931,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-11,0.813,0.809,0.818,0.807,0.815,750702,607490.7,0.002,0.246,0.8092,0.2085,0.933,0.933,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-12,0.815,0.81,0.848,0.81,0.848,819655,669945.7,0.033,4.0491,0.8174,0.2276,0.937,0.937,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-13,0.848,0.835,0.86,0.835,0.86,829306,704157.8,0.012,1.4151,0.8491,0.2303,0.939,0.939,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-14,0.86,0.869,0.888,0.869,0.888,977802,859323.9,0.028,3.2558,0.8788,0.2715,0.949,0.949,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-17,0.888,0.889,0.901,0.889,0.893,617300,551832.5,0.005,0.5631,0.8939,0.1714,0.953,0.953,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-18,0.893,0.888,0.888,0.861,0.87,4681412,4074487.8,-0.023,-2.5756,0.8704,1.3,0.947,0.947,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-19,0.87,0.866,0.873,0.86,0.866,16371964,14086470.3,-0.004,-0.4598,0.8604,4.5463,0.951,0.951,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-20,0.866,0.863,0.868,0.861,0.866,3807364,3289671.3,0,0,0.864,1.0573,0.957,0.957,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-21,0.866,0.869,0.874,0.867,0.87,3249602,2825907.4,0.004,0.4619,0.8696,0.9024,0.958,0.958,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-24,0.87,0.872,0.872,0.858,0.864,2657564,2291191.2,-0.006,-0.6897,0.8621,0.738,0.96,0.96,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-25,0.864,0.862,0.865,0.862,0.864,1150700,994518,0,0,0.8643,0.3195,0.956,0.956,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-26,0.864,0.86,0.86,0.844,0.854,2031118,1727985.3,-0.01,-1.1574,0.8508,0.564,0.958,0.958,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-27,0.854,0.854,0.869,0.854,0.869,2687218,2325138.4,0.015,1.7564,0.8653,0.7462,0.955,0.955,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-02-28,0.869,0.868,0.869,0.856,0.867,1501600,1298064.1,-0.002,-0.2301,0.8645,0.417,0.96,0.96,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-03,0.867,0.87,0.873,0.869,0.873,1920218,1673335.4,0.006,0.692,0.8714,0.5332,0.958,0.958,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-04,0.873,0.866,0.868,0.865,0.867,671198,580960.6,-0.006,-0.6873,0.8656,0.1864,0.956,0.956,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-05,0.867,0.851,0.855,0.844,0.85,5330561,4533836.2,-0.017,-1.9608,0.8505,1.4802,0.949,0.949,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-06,0.85,0.846,0.852,0.839,0.852,158800,134627.9,0.002,0.2353,0.8478,0.0441,0.948,0.948,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-07,0.852,0.855,0.857,0.85,0.857,533712,454151,0.005,0.5869,0.8509,0.1482,0.951,0.951,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-10,0.857,0.851,0.852,0.851,0.852,235200,200159.2,-0.005,-0.5834,0.851,0.0653,0.95,0.95,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-11,0.852,0.852,0.852,0.852,0.852,--,--,0,0,--,--,0.952,0.952,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-12,0.852,0.852,0.852,0.852,0.852,--,--,0,0,--,--,0.964,0.964,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-13,0.852,0.852,0.852,0.852,0.852,--,--,0,0,--,--,0.965,0.965,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-14,0.852,0.853,0.861,0.853,0.859,455400,389664.6,0.007,0.8216,0.8557,0.1265,0.967,0.967,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-17,0.859,0.852,0.859,0.852,0.859,295312,252347.9,0,0,0.8545,0.082,0.967,0.967,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-18,0.859,0.861,0.861,0.854,0.858,479002,410023.7,-0.001,-0.1164,0.856,0.133,0.963,0.963,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-19,0.858,0.863,0.863,0.854,0.854,998102,854383,-0.004,-0.4662,0.856,0.2772,0.962,0.962,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-20,0.854,0.852,0.852,0.852,0.852,20000,17040,-0.002,-0.2342,0.852,0.0056,0.961,0.961,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-21,0.852,0.851,0.852,0.851,0.851,132600,112852.6,-0.001,-0.1174,0.8511,0.0368,0.963,0.963,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-24,0.851,0.852,0.852,0.841,0.85,2414000,2052652.4,-0.001,-0.1175,0.8503,0.6703,0.963,0.963,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-25,0.85,0.85,0.851,0.85,0.851,1175677,999375.5,0.001,0.1176,0.85,0.3265,0.962,0.962,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-26,0.851,0.85,0.853,0.85,0.85,1006000,855189.8,-0.001,-0.1175,0.8501,0.2794,0.962,0.962,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-27,0.85,0.85,0.85,0.85,0.85,116389,98930.7,0,0,0.85,0.0323,0.961,0.961,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-28,0.85,0.85,0.85,0.85,0.85,210601,179010.9,0,0,0.85,0.0585,0.96,0.96,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-03-31,0.85,0.851,0.851,0.851,0.851,90000,76590,0.001,0.1176,0.851,0.025,0.96,0.96,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-01,0.851,0.852,0.855,0.852,0.854,81601,69552.2,0.003,0.3525,0.8523,0.0227,0.962,0.962,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-02,0.854,0.854,0.854,0.854,0.854,--,--,0,0,--,--,0.963,0.963,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-03,0.854,0.854,0.854,0.854,0.854,--,--,0,0,--,--,0.963,0.963,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-04,0.854,0.853,0.858,0.853,0.858,50300,42906.4,0.004,0.4684,0.853,0.014,0.966,0.966,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-08,0.858,0.859,0.86,0.859,0.86,243814,209449.7,0.002,0.2331,0.8591,0.0677,0.968,0.968,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-09,0.86,0.862,0.862,0.857,0.857,268300,230036.6,-0.003,-0.3488,0.8574,0.0745,0.969,0.969,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-10,0.857,0.857,0.857,0.857,0.857,80400,68902.8,0,0,0.857,0.0223,0.97,0.97,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-11,0.857,0.855,0.858,0.855,0.858,102202,87586.7,0.001,0.1167,0.857,0.0284,0.973,0.973,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-14,0.858,0.856,0.865,0.856,0.865,228400,197339,0.007,0.8159,0.864,0.0634,0.974,0.974,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-15,0.865,0.868,0.876,0.866,0.876,521190,454165,0.011,1.2717,0.8714,0.1447,0.974,0.974,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-16,0.876,0.876,0.887,0.876,0.887,747400,658478.2,0.011,1.2557,0.881,0.2075,0.976,0.976,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-17,0.887,0.888,0.907,0.888,0.907,247700,221576.6,0.02,2.2548,0.8945,0.0688,0.978,0.978,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-18,0.907,0.885,0.905,0.885,0.905,1189560,1066637.9,-0.002,-0.2205,0.8967,0.3303,0.98,0.98,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-21,0.905,0.891,0.904,0.891,0.897,783199,702775.1,-0.008,-0.884,0.8973,0.2175,0.98,0.98,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-22,0.897,0.899,0.899,0.894,0.897,241800,217046.2,0,0,0.8976,0.0671,0.981,0.981,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-23,0.897,0.899,0.904,0.898,0.902,636500,574583.1,0.005,0.5574,0.9027,0.1767,0.982,0.982,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-24,0.902,0.902,0.902,0.902,0.902,32790,29576.6,0,0,0.902,0.0091,0.984,0.984,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-25,0.902,0.898,0.904,0.897,0.898,271900,244346.4,-0.004,-0.4435,0.8987,0.0755,0.984,0.984,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-28,0.898,0.899,0.899,0.899,0.899,100,89.9,0.001,0.1114,0.899,0,0.983,0.983,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-29,0.899,0.891,0.987,0.891,0.919,573300,530097.3,0.02,2.2247,0.9246,0.1592,0.982,0.982,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-04-30,0.919,0.914,0.914,0.91,0.91,367650,335363.1,-0.009,-0.9793,0.9122,0.1021,0.984,0.984,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-05,0.91,0.914,0.914,0.909,0.914,130951,119170,0.004,0.4396,0.91,0.0364,0.984,0.984,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-06,0.914,0.923,0.923,0.922,0.923,2170722,2003575.4,0.009,0.9847,0.923,0.6028,0.983,0.983,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-07,0.923,0.923,0.93,0.923,0.93,654300,605451.4,0.007,0.7584,0.9253,0.1817,0.982,0.982,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-08,0.93,0.93,0.93,0.93,0.93,22000,20460,0,0,0.93,0.0061,0.984,0.984,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-09,0.93,0.93,0.94,0.93,0.94,4766900,4466746,0.01,1.0753,0.937,1.3237,0.989,0.989,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-12,0.94,0.94,0.954,0.936,0.943,5312938,4993356.8,0.003,0.3191,0.9398,1.4753,0.992,0.992,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-13,0.943,0.942,0.945,0.94,0.943,74400,70041.9,0,0,0.9414,0.0207,0.992,0.992,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-14,0.943,0.94,0.941,0.94,0.94,126329,118769.3,-0.003,-0.3181,0.9402,0.0351,0.992,0.992,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-15,0.94,0.941,0.941,0.941,0.941,4800,4516.8,0.001,0.1064,0.941,0.0013,0.994,0.994,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-16,0.941,0.939,0.94,0.939,0.94,13000,12214,-0.001,-0.1063,0.9395,0.0036,0.995,0.995,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-19,0.94,0.922,0.94,0.921,0.94,587301,550337.3,0,0,0.9371,0.1631,0.994,0.994,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-20,0.94,0.939,0.948,0.939,0.948,505000,474730,0.008,0.8511,0.9401,0.1402,0.995,0.995,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-21,0.948,0.938,0.945,0.938,0.945,7200,6788.6,-0.003,-0.3165,0.9429,0.002,0.995,0.995,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-22,0.945,0.932,0.936,0.932,0.936,23625,22112.9,-0.009,-0.9524,0.936,0.0066,0.998,0.998,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-23,0.936,0.947,0.947,0.947,0.947,200,189.4,0.011,1.1752,0.947,0.0001,0.998,0.998,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-26,0.947,0.95,0.953,0.95,0.953,278899,265115.1,0.006,0.6336,0.9506,0.0774,0.999,0.999,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-27,0.953,0.948,0.952,0.948,0.952,944700,897354.2,-0.001,-0.1049,0.9499,0.2623,0.999,0.999,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-28,0.952,0.95,0.954,0.95,0.954,978300,929670.8,0.002,0.2101,0.9503,0.2717,0.999,0.999,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-29,0.954,0.954,0.975,0.95,0.954,355500,341134.6,0,0,0.9596,0.0987,1.002,1.002,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-05-30,0.954,0.961,0.964,0.961,0.961,217425,209035.4,0.007,0.7338,0.9614,0.0604,1.004,1.004,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-03,0.961,0.961,0.966,0.961,0.966,35700,34347.2,0.005,0.5203,0.9621,0.0099,1.006,1.006,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-04,0.966,0.968,0.974,0.968,0.974,225176,218789.2,0.008,0.8282,0.9716,0.0625,1.006,1.006,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-05,0.974,0.971,0.976,0.971,0.975,196200,191247.9,0.001,0.1027,0.9748,0.0545,1.008,1.008,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-06,0.975,0.98,0.98,0.98,0.98,18000,17640,0.005,0.5128,0.98,0.005,1.018,1.018,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-09,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.01,1.01,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-10,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.013,1.013,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-11,0.98,0.971,0.974,0.971,0.973,123970,120633,-0.007,-0.7143,0.9731,0.0344,1.011,1.011,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-12,0.973,0.965,0.97,0.962,0.962,570100,550156.2,-0.011,-1.1305,0.965,0.1583,1.012,1.012,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-13,0.962,0.963,0.964,0.963,0.964,12000,11557.9,0.002,0.2079,0.9632,0.0033,1.015,1.015,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-16,0.964,0.96,0.961,0.96,0.96,1164900,1118314,-0.004,-0.4149,0.96,0.3235,1.015,1.015,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-17,0.96,0.957,0.973,0.955,0.955,129700,124092,-0.005,-0.5208,0.9568,0.036,1.012,1.012,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-18,0.955,0.961,0.961,0.957,0.957,1200,1148.8,0.002,0.2094,0.9573,0.0003,1.011,1.011,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-19,0.957,0.94,0.955,0.94,0.955,195750,186896.4,-0.002,-0.209,0.9548,0.0544,1.012,1.012,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-20,0.955,0.973,0.973,0.973,0.973,100,97.3,0.018,1.8848,0.973,0,1.013,1.013,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-23,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.015,1.015,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-24,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.015,1.015,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-25,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.016,1.016,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-26,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.017,1.017,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-27,0.973,0.974,0.976,0.973,0.973,921770,897631.9,0,0,0.9738,0.256,1.018,1.018,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-06-30,0.973,0.969,0.975,0.956,0.975,94301,90413.7,0.002,0.2055,0.9588,0.0262,1.018,1.018,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-01,0.975,0.975,0.975,0.975,0.975,--,--,0,0,--,--,1.018,1.018,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-02,0.975,0.96,0.96,0.96,0.96,62300,59808,-0.015,-1.5385,0.96,0.0173,1.021,1.021,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-03,0.96,0.95,0.974,0.95,0.974,55003,52303.9,0.014,1.4583,0.9509,0.0153,1.021,1.021,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-04,0.974,0.973,0.975,0.973,0.975,2879898,2807720.5,0.001,0.1027,0.9749,0.7997,1.022,1.022,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-07,0.975,0.975,0.975,0.975,0.975,100002,97502,0,0,0.975,0.0278,1.019,1.019,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-08,0.975,0.975,0.975,0.975,0.975,--,--,0,0,--,--,1.022,1.022,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-09,0.975,0.976,0.978,0.976,0.978,63004,61498.9,0.003,0.3077,0.9761,0.0175,1.021,1.021,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-10,0.978,0.971,0.976,0.971,0.976,95000,92695,-0.002,-0.2045,0.9757,0.0264,1.024,1.024,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-11,0.976,0.976,0.979,0.976,0.979,105000,102495,0.003,0.3074,0.9761,0.0292,1.026,1.026,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-14,0.979,0.976,0.976,0.976,0.976,8600,8393.6,-0.003,-0.3064,0.976,0.0024,1.027,1.027,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-15,0.976,0.976,0.976,0.976,0.976,--,--,0,0,--,--,1.027,1.027,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-16,0.976,0.976,0.976,0.976,0.976,141700,138299.2,0,0,0.976,0.0393,1.026,1.026,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-17,0.976,0.976,0.976,0.976,0.976,213400,208278.4,0,0,0.976,0.0593,1.026,1.026,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-18,0.976,0.978,0.978,0.976,0.976,203500,199016,0,0,0.978,0.0565,1.027,1.027,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-21,0.976,0.976,0.976,0.976,0.976,260000,253760,0,0,0.976,0.0722,1.027,1.027,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-22,0.976,0.976,0.976,0.976,0.976,55600,54265.6,0,0,0.976,0.0154,1.028,1.028,
